sentiment,review
positive,nokkuð spennandi mynd. góðir leikarar  vel leikin.
negative,algjör vitleysa  en nokkuð fyndin.
positive,"virkilega flott mynd  annað eins hefur ekki sést, einstök mynd. stútfull af þekktum og góðum leikurum. það voru nokkur áhugaverð atriði í extended útgáfunni en líka atriði sem maður skilur af hverju var sleppt. á sínum tíma var talað um að þeir ætluðu að gera sin city  og jafnvel  líka en maður hefur ekki heyrt neitt um það nýlega.  þetta skrifaði ég víst þegar ég sá hana fyrst: shit hvað þetta er svöl mynd! útlitið, persónurnar og samræðurnar eru alveg að gera sig. mjög skemmtileg saga, hörku actionatriði og fullt af hot gellum. topp úrval leikara sem voru alveg að skila sínu  sérstaklega mickey rourke sem er að koma sterkur inn aftur eftir smá pásu. mæli eindregið með að sem flestir sjái þessa  gæða mynd í alla staði. síðan er ekki verra að  og  eru á leiðinni ..hlakka til."
positive,gott fjör. mjög fyndin mynd  ekki við öðru að búast frá steve carell og tina fey. hellingur af þekktum leikurum.
positive,postapocalypse mynd eins og book of eli en þessi var töluvert meira niðurdrepandi. allt mjög grámyglulegt og ömurlegt. en nokkuð áhugaverð sagaferðalag hjá þessum feðgum. ágætlega spennandi á köflum.
negative,áhugavert að sjá hvernig kvikmyndagerð var  star wars: episode iv kom út  árum seinna. flæðið og klippingin var ekki eins smooth og hún er núna. nett hippa stemning. ekkert fáránlega vel leikin. meira skrítinfreakybizarre en ég bjóst við. frekar stuttur credit listi.
positive,fínasta hryllingsmynd. mjög spennandi á köflum. fullt af sjokkatriðum  maður fékk góðan skammt af adrenalíni og var oft alveg á nálum. að vissu leyti týpísk vírusmynd. smá zombie bragur. þetta er víst endurgerð af samnefndri mynd frá  sem george a. romero gerði.
positive,góð grínspennumynd. kúl action atriði í bland við góðan húmor. meira brútal en ég bjóst við. skemmtilegar persónur  sérstaklega hitgirl.
positive,"góð mynd. mjög flott  umgjörðin, búningarnir o.s.frv. mjög áhrifamikið. mjög stóríburðamikil mynd á köflum alla vega. slatti af stórum bardögum. fullt af góðum leikurum. aðeins öðruvísi hróa hattar saga en maður hefur séð áður  engin men in tights ;"
negative,"fín mynd. klassísk löggumynd að ýmsu leyti. ekkert geðveikt krassandi fyrri partinn en það var góð keyrsla í lokinn, góð spenna. sögurnar persónurnar tengdust ekkert mjög mikið nema alveg í lokinn. fær mann ekki beint til að vilja vera lögga í brooklyn  persónurnar eru allar í ruglinu."
positive,góð mynd. mjög brútal. bresk framleiðsla  ekki þessi týpíski hollywood bragur. vel gerð. flott landslag  minnti smá á íslenskt landslag. mögnuð bardagaatriði  blóð út um allt. fín saga.
positive,virkilega fyndin mynd  fullt af sprenghlægilegum atriðum. skemmtilegt rugl. mjög skrautleg og skemmtileg persóna þessi aldous snow russell brand. nóg af cameos.
positive,kúl mynd. michael caine alveg badass. brútal. skugglegt ástand í þessu breska ghetto  breskir krakkagangstas eru kolruglaðir.
negative,frekar kjánaleg mynd. alveg slatti af atriðum þar sem manni brá  en maður hló líka ótrúlega oft aðeins of silly fyrir hryllingsmynd. ágætlega spennandi en alveg formúluhryllingsmynd. kannski að maður horfi á upprunalegu myndina til að bera saman...
positive,"gott fjör. mjög skemmtileg mynd. pixar kunna þetta. margar skemmtilegar persónur. stuttmyndin á undan, day  night, var líka mjög skemmtileg. sá þetta í d en maður var ekkert mjög mikið var við auka d effect  ekki eins mikið og þegar maður sá avatar. en hún leit mjög vel út."
positive,kúl mynd. gott action. góð skemmtun. ég hef ekki séð the ateam ennþá en út frá trailernum þá held ég að plottið sé að hluta til svipað  teymi af sérsveitamönnum sem eru útskúfaðir og þurfa að bjarga sér sjálfir til að hreinsa mannorð sitt með ýmsum extreme aðferðum.
negative,allt í lagi action á köflum. ekki vel leikin og handritið frekar þunnt. frekar kjánaleg.
positive,"gott action. nóg af ofbeldi. blóðugu ofbeldi. fín spenna. töff persónur. kúl mynd, en ekkert meistaraverk."
positive,mögnuð mynd. virkilega flott og vel gerð. góðir leikarar. góð spenna  fullt af mjög töff atriðum. skemmtilegar og áhugaverðar pælingar varðandi drauma. fær mann til að hugsa  alls ekki heilalaus mynd þar sem maður hallar sér aftur og gónir. gaman af svona frumlegum myndum. áhugaverð sagaplot  skemmtilegur heimurheimar sem þetta gerist í. tónlistin var líka mjög kúl  hans zimmer alveg að standa sig  skapaði virkilega flotta stemningu.
positive,"mjög kúl mynd. hörku action  góð keyrsla. nóg af byssubardögum, sprengingum, bílaaction, slagsmálum und zo weiter. mjög spennandi. fínasta handritplot. maður fær heldur aldrei leið á því að horfa á angelina jolie ; hún stendur sig alltaf vel í svona action hlutverkum þar sem hún þarf að lemja frá sér og munda byssur."
positive,"þvílík snilld! þvílíkar sprengingar! þvílíkt testosterón! þetta er alveg mögnuð mynd. annað eins safn af vöðvabúntum, hasarhetjum og harðhausum hefur ekki sést. ég mæli með að fara á powersýningu  krafturinnbassinn í þessum byssum og sprengingum er algjör snilld. virkilega góð skemmtun  rússíbani af sprengingum og byssubardögum. nett fyndin líka á köflum vísvitandi eða ekki. það þarf varla að nefna að með svona mynd býst maður við ekki við mjög innihaldsríku handriti eða einhverjum stórleik."
positive,fínasta action. smá kjánalegcheesy á köflum. handritið hefði getað verið betra. ekkert fáránlega vel leikin.
positive,fyndið rugl. góð skemmtun. random vitleysa. var að fíla animation senurnar.
positive,"mjög fyndin mynd. sprenghlægileg á köflum. frumleg  mjög skemmtilegir og flottir effectar og flottur stíll á henni. nóg af skemmtilegum og flottum bardagaatriðum. hellingur af þekktum leikurum. nett súr á köflum  ok, köllum þetta frjótt ímyndunarafl :"
negative,handritið var ekki alveg nógu solid. frekar skrítið á köflum  flæðið var stundum ekki alveg að meika sense. ekkert mjög vel leikin. ágæt spenna.
negative,"eltingaleikur inni í lokuðu rými  öll myndin gerist s.s. inni í einni byggingu. áhugavert setupplot  samt ekkert gífurlega bitastætt handrit, að mörgu leyti frekar basic. ágætlega spennandi á köflum. áhugavert samansafn af leikurum."
positive,"mikið drama. ágæt spenna. nasty pyntingar. brútal. svona að vissu leyti ádeila á þær aðferðir sem er beitt á suma fanga til að fá þá til að tala  siðferði, mannréttindi, hversu langt er hægt að ganga á meðan maður réttlætir að það sé verið að bjarga milljónum manna? fínir leikarar."
negative,áhugaverð mynd. góðir leikarar. sum atriði voru frekar skrítinsúr.
positive,"meira ruglið : klassískt adam mckay og will ferrel stöff. mjög fyndin og ágætlega spennandi. fín action atriði inn á milli. mark wahlberg og will ferrell voru fínt teymi. mér fannst drinking with terry hoitz atriðið mjög kúl  skemmtilega útfært. nett ádeila á bankahruniðcredit collapse og öll þessi bailout og bónusa. það er atriði alveg í lokinn eftir allan kreditlistann, ágætlega fyndið."
positive,"mjög kúl mynd. virkilega gott action  góð keyrsla. góð spenna  zombies sem birtast upp úr þurru kemur alveg adrenalíninu af stað. leit virkilega vel út  mikið lagt í hana, vönduð. vissulega slatti af tölvugrafík, sem kom mjög vel út. d effectinn var líka alveg að virka, mjög vel útfærður og nýttur til fullustu í mörgum atriðum. mjög gaman að þessu, góð afþreying."
positive,"alltaf gaman að horfa á svona klassíker. myndin var mjög fyndin  ekki viss um að hún hafi átt að vera það : ok, jú, hún átti kannski stundum að vera fyndin. ágætis kímni í gangi. en stundum var hún bara fyndin af því að hún var kjánaleg. þvílík bardagaatriði. fullt af gullmolum, eins og: i couldnt be fonder of you if you were my own son. but, well, if you lose a son, its possible to get another. theres only one maltese falcon.. góð keyrsla, en stundum datt maður smá út úr var ekki alveg að fatta. leikurinn var stundum ekki alveg í hæsta gæðaflokki. en þetta er mynd sem sannir kvikmyndaunnendur vilja ekki missa af :"
positive,voða ljúf mynd. nokkuð fyndin. audrey hepburn er alveg mega sæt... þetta var fyrsta myndin hennar þar sem hún var í stóru hlutverki og hún gerði sér lítið fyrir og tók heim óskarinn fyrir þetta hlutverk. líklega hægt að flokka þetta sem rómantíska grínmynd en gregory peckjoe bradley var nett creepystalkerish í byrjun ;
positive,mjög góð mynd. gott handrit  skemmtilegar tilvísanir og endurtekningar eins konar staðlar.... frekar symbólísk mynd. áhugaverðar persónur. nokkuð fyndin á köflum stundum af því að hún var svo súr. flott myndatakasjónarhorn. mjög róleg og hæg mynd. nokkuð arty. fyrsta og eina? myndin sem ég sá á riff .
positive,algjört rugl  vitleysa alveg í gegn. en mjög fyndin sprenghlægileg á köflum. annað væri nú skrítið með steve carell í aðalhlutverki. fullt af þekktum og fyndnum leikurum í aukahlutverkum...
positive,"mjög góð mynd. mjög solid  gott handrit, góðir leikarar, vel gerð... spennandi. gott action."
positive,"virkilega góð mynd. mjög áhugavert að skyggnast aðeins inn í bakgrunnsögu facebook. góðir leikarar. spenna, drama og lúmskt fyndin á köflum. tónlistin var algjör snilld  trent reznor er svo sannarlega með þetta á hreinu. whoa! armie hammer lék báða tvíburana  did not see that coming... tvíburarnir voru snillingar  góðar persónur."
positive,"mjög áhugaverð mynd um uppruna og baráttu apple og microsoft. mikið af atburðum og ákvörðunum krúsíal viðskiptatækifæri sem fyrirtæki gripu eða misstu af sem breyttu heiminum. líka skemmtilegt að sjá þessa mynd núna, þegar hlutirnir hafa breyst töluvert. nokkuð merkilegt að bæði í þessari mynd og the social network er mikið drama í kringum að fólk er að stela hugmyndum eða fá lánað frá öðrum  er það eina leiðin til að verða risastór? ;"
positive,"mjög góð mynd. leit vel út kúl áferðfiltereitthvað. gott handrit. góðir leikarar  el jefemiguel var töffari, samt kannski aðeins of góðhjartaður fyrir götustrák ; spennandi. stundum gleymdi ég að ég væri að horfa á mynd eftir baltasar kormák, fannst einhvern veginn að tony scott eða einhver bandarískur leikstjóri væri á bakvið þetta  s.s. mjög vel leikstýrð. baltasar er alveg að meika það. mikið af siðferðislegum spurningum... siðferðislega ögrandi mynd ; drama. smá ádeila í gangi..."
negative,tók smá tíma að komast inn í ryþmann á myndinni... svona gamlar eru allt öðruvísi byggaðar upp en þær myndir sem maður horfir á vanalega. ágætlega fyndin inn á milli viljandióviljandi?. dramaátök. áhugaverð mynd að ýmsu leyti... þetta er svona mynd sem maður verður eiginlega að horfa á ef maður á að kalla sig kvikmyndaunnenda  er oft á topplistum yfir bestu kvikmyndir sem gerðar hafa verið. ég veit nú ekki alveg hvort ég sé sammála því... ég myndi alla vega ekki setja hana í topp  skemmtilegustu myndir sem ég hef séð né topp . mér fannst svona mórall myndarinnar vera að peningar fáránlega mikið af þeim veita þér ekki endilega hamingju. ágætlega vel leikstýrð  nokkur flott skot. þetta var víst í fyrsta skipti sem megnið af aðalleikurunum léku í kvikmynd  samt allt í lagi leikur í gangi.
positive,þvílík snilld. nettur splatter. virkilega fyndin  ég var algjörlega í kasti eftir eitt atriðið. nett rugl á köflum. bmynd blóð og brjóst í hæsta gæðaflokki. fullt af góðum leikurum. danny trejo er bara svalur. gott action  nóg af því. handritið var frekar takmarkað  það er svosem óþarfi að vera með snilldar handrit fyrir svona mynd. slatti af góðum oneliners.
positive,fyndið rugl. zach galifianakis er alltaf góður. mér dettur ekkert meira í hug til að segja... fínasta afþreying.
positive,áhugaverð mynd. sækó thriller. siðferðislega ögrandi. góðir leikarar. svipað og með myndina unthinkable þá er þetta ádeila á hversu langt er hægt að ganga í stríðinu gegn hryðjuverkum... myndir sem gerast í svona takmörkuðu rými eru alltaf sérstakar. smá indie bragur yfir þessari mynd. nokkuð vel skrifuð. spennandi.
positive,mjög spennandi. vel leikstýrð  ég fíla svona hraðar klippingar þar sem myndavélin er á fullu eins og tony scott er þekktur fyrir. fínasta afþreying.
positive,"virkilega góð mynd. mjög fyndin. afbragðs leikarar  bruce willis ennþá harður, helen mirren mjög töff og john malkovich var að gera góða hluti sem klikkaði gaurinn. skemmtilegar persónur. góð spenna, gott action  flott bardagaatriði, nóg af sprengingum... flott myndataka og vel klippt. eitt svalasta atriði sem ég hef séð í bíómynd  ég gjörsamlega missti mig þetta var svo töff sprenghlægilegt líka af því að þetta kom svo mikið á óvart."
